,starting_time_stamp,coordinates_of_starting_location,coordinates_of_destination,estimate_travel_time_minutes
9564,2017-04-01 07:57:42, 116.210514 39.999178, 116.221913 39.999565,21.0
9565,2017-04-01 10:59:44, 116.21664 40.001361, 116.210555 39.998984,12.0
9566,2017-04-01 12:51:39, 116.357665 40.053337, 116.382305 40.016549,23.0
9567,2017-04-01 15:13:27, 116.405258 40.032837, 116.349441 40.049454,26.0
9568,2017-04-01 16:00:48, 116.409686 40.034446, 116.349441 40.049454,28.0
9569,2017-04-01 16:29:18, 116.414995 40.029626, 116.349441 40.049454,31.0
9570,2017-04-01 17:57:25, 116.371751 40.000733, 116.31973 39.98742,15.0
9571,2017-04-01 08:45:27, 116.293401 39.842065, 116.327765 39.900515,23.0
9572,2017-04-01 08:41:54, 116.306866 40.099071, 116.246088 40.069941,132.0
9573,2017-04-01 08:56:49, 116.300892 40.10072, 116.244757 40.07764,28.0
9574,2017-04-01 11:23:16, 116.407971 39.980231, 116.278003 40.180569,129.0
9575,2017-04-01 13:21:31, 116.408231 39.980044, 116.266509 40.180569,132.0
9576,2017-04-01 14:16:49, 116.4078 39.980072, 116.266432 40.180569,132.0
9577,2017-04-01 13:29:09, 116.28687 39.9662, 116.241058 39.950561,92.0
9578,2017-04-01 14:40:07, 116.240607 39.951012, 116.288301 39.966945,14.0
9579,2017-04-01 11:19:18, 116.236938 39.851279, 116.126235 39.945025,45.0
9580,2017-04-01 12:28:23, 116.312624 39.843249, 116.371129 39.877976,32.0
9581,2017-04-01 17:26:38, 116.312768 39.843291, 116.365014 39.845486,23.0
9582,2017-04-01 19:49:26, 116.443876 39.80971, 116.31196 39.988233,118.0
9583,2017-04-01 22:16:58, 116.443615 39.810147, 116.31196 39.988233,118.0
9584,2017-04-01 08:31:07, 116.387696 39.983603, 116.391604 40.010952,9.0
9585,2017-04-01 09:52:43, 116.365894 40.02339, 116.374039 40.019595,17.0
9586,2017-04-01 11:35:49, 116.416819 39.988904, 116.391604 40.010952,10.0
9587,2017-04-01 15:42:50, 116.392475 40.010107, 116.441032 39.839163,63.0
9588,2017-04-01 16:23:46, 116.350766 39.991702, 116.391604 40.010952,13.0
9589,2017-04-01 21:29:21, 116.379009 40.005631, 116.548609 39.972596,48.0
9590,2017-04-01 22:36:23, 116.378991 40.005617, 116.570159 39.967985,54.0
9591,2017-04-01 11:29:21, 116.336241 39.760772, 116.337277 39.75672,9.0
9592,2017-04-01 03:43:25, 116.606397 39.871365, 116.610217 39.882592,27.0
9593,2017-04-01 20:23:19, 116.615156 39.745899, 116.567484 39.754858,13.0
9594,2017-04-01 18:32:40, 116.458877 39.924831, 116.662004 39.900951,57.0
9595,2017-04-01 19:02:06, 116.458877 39.924831, 116.662004 39.900951,57.0
9596,2017-04-01 19:42:37, 116.496328 39.900833, 116.662004 39.900951,46.0
9597,2017-04-01 21:42:36, 116.550217 39.921421, 116.315413 40.074249,85.0
9598,2017-04-01 18:54:59, 116.29606 40.029847, 116.34072 40.035888,12.0
9599,2017-04-01 08:25:19, 116.423871 40.007724, 116.431356 39.964232,15.0
9600,2017-04-01 14:48:28, 116.371499 39.856308, 116.371589 39.843325,7.0
9601,2017-04-01 09:55:38, 116.410297 40.168858, 116.409975 40.180569,6.0
9602,2017-04-01 18:00:11, 116.294694 40.019405, 116.285999 39.917945,58.0
9603,2017-04-01 18:58:58, 116.279998 39.953052, 116.28042 39.913833,22.0
9604,2017-04-01 06:44:26, 116.329575 39.974384, 116.335881 39.78256,69.0
9605,2017-04-01 15:09:59, 116.330528 39.974467, 116.337277 39.75672,78.0
9606,2017-04-01 13:50:58, 116.711884 39.98773, 116.344402 39.828929,117.0
9607,2017-04-01 14:06:47, 116.711884 39.98958, 116.344402 39.828929,117.0
9608,2017-04-01 16:05:44, 116.344245 39.828871, 116.352978 40.031168,73.0
9609,2017-04-01 16:29:41, 116.290966 39.850111, 116.352978 40.031168,67.0
9610,2017-04-01 14:10:01, 116.315077 39.984972, 116.31997 39.98422,9.0
9611,2017-04-01 07:05:19, 116.428614 40.082657, 116.426377 40.180569,35.0
9612,2017-04-01 07:45:27, 116.43174 40.084623, 116.428637 40.180569,34.0
9613,2017-04-01 15:28:59, 116.392142 40.009113, 116.384092 39.907925,58.0
9614,2017-04-01 16:09:09, 116.388962 40.008152, 116.384092 39.907925,58.0
9615,2017-04-01 16:44:07, 116.378758 39.9559, 116.384092 39.907925,27.0
9616,2017-04-01 14:01:39, 116.472936 40.007496, 116.433587 39.911171,58.0
9617,2017-04-01 17:18:34, 116.474975 40.003918, 116.384794 39.871009,86.0
9618,2017-04-01 18:30:30, 116.385881 39.871594, 116.479254 39.917281,49.0
9619,2017-04-01 20:30:01, 116.571714 40.120082, 116.618403 40.180569,40.0
9620,2017-04-01 14:19:32, 116.386573 40.10548, 116.401561 39.857972,143.0
9621,2017-04-01 15:07:08, 116.385189 40.104673, 116.401561 39.857972,142.0
9622,2017-04-01 15:47:35, 116.361115 40.043216, 116.661072 40.136605,144.0
9623,2017-04-01 16:36:25, 116.331228 39.937812, 116.401561 39.857972,55.0
9624,2017-04-01 19:28:04, 116.328084 39.962087, 116.329207 39.934067,10.0
9625,2017-04-01 16:50:47, 116.475634 39.843718, 116.492853 39.88372,15.0
9626,2017-04-01 08:27:14, 116.275083 40.047184, 116.403874 39.914889,59.0
9627,2017-04-01 13:03:52, 116.478011 39.919353, 116.441709 39.946164,14.0
9628,2017-04-01 12:25:26, 116.496013 39.955064, 116.471319 39.871189,49.0
9629,2017-04-01 19:45:17, 116.318239 40.067446, 116.321176 40.067439,5.0
9630,2017-04-01 20:55:28, 116.318239 40.06746, 116.321176 40.067439,5.0
9631,2017-04-01 14:55:13, 116.459156 39.939036, 116.466235 39.911958,15.0
9632,2017-04-01 15:24:33, 116.469271 39.915472, 116.466235 39.911958,10.0
9633,2017-04-01 17:16:19, 116.459857 39.938255, 116.459302 39.938529,1.0
9634,2017-04-01 12:23:38, 116.25516 39.881962, 116.388266 39.949588,71.0
9635,2017-04-01 22:40:19, 116.254971 39.882156, 116.454669 40.036276,125.0
9636,2017-04-01 18:48:55, 116.480931 39.950099, 116.473083 39.95349,16.0
9637,2017-04-01 14:56:27, 116.476125 39.842425, 116.471709 39.839115,11.0
9638,2017-04-01 18:15:22, 116.29084 40.112764, 116.370012 40.075514,41.0
9639,2017-04-01 11:18:04, 116.446256 39.962329, 116.446821 39.964887,6.0
9640,2017-04-01 11:49:28, 116.458842 39.95637, 116.480634 39.959828,6.0
9641,2017-04-01 12:06:47, 116.479422 39.958368, 116.480634 39.959828,4.0
9642,2017-04-01 14:04:18, 116.466154 39.961991, 116.456352 39.957385,21.0
9643,2017-04-01 19:12:23, 116.468867 39.955458, 116.482893 39.959248,27.0
9644,2017-04-01 09:19:22, 116.471327 39.977305, 116.595855 39.871057,82.0
9645,2017-04-01 10:11:25, 116.237571 39.884294, 116.400213 39.951037,51.0
9646,2017-04-01 12:18:09, 116.360513 39.903573, 116.35743 39.906145,8.0
9647,2017-04-01 09:58:42, 116.150997 39.933514, 116.200153 39.838608,36.0
9648,2017-04-01 05:59:10, 116.571546 39.871084, 116.447243 39.920401,38.0
9649,2017-04-01 15:15:28, 116.533392 39.929894, 116.60295 39.933065,31.0
9650,2017-04-01 18:22:43, 116.630858 39.937867, 116.404935 39.914773,101.0
9651,2017-04-01 18:07:39, 116.667338 39.802823, 116.59512 39.901577,40.0
9652,2017-04-01 05:50:06, 116.540695 40.008443, 116.249681 40.079661,135.0
9653,2017-04-01 08:03:43, 116.252734 40.076149, 116.241931 40.083668,27.0
9654,2017-04-01 02:48:15, 116.430509 39.94266, 116.479188 40.004289,26.0
9655,2017-04-01 04:44:16, 116.45223 39.959654, 116.476122 39.898305,23.0
9656,2017-04-01 05:36:06, 116.475137 39.894806, 116.525119 40.007745,287.0
9657,2017-04-01 19:33:47, 116.49048 39.98815, 116.453731 39.963854,13.0
9658,2017-04-01 13:51:42, 116.550582 40.111233, 116.563595 40.108024,25.0
9659,2017-04-01 23:04:12, 116.471517 39.85374, 116.383948 39.920088,34.0
9660,2017-04-01 23:23:10, 116.471526 39.853684, 116.383948 39.920088,34.0
9661,2017-04-01 18:56:33, 116.29049 39.793281, 116.291308 39.793245,1.0
9662,2017-04-01 17:05:48, 116.460234 39.89756, 116.643877 40.150116,167.0
9663,2017-04-01 17:39:27, 116.434093 39.852209, 116.643877 40.150116,196.0
9664,2017-04-01 11:23:10, 116.373898 39.877422, 116.4578 39.807286,55.0
9665,2017-04-01 10:22:36, 116.468123 39.686053, 116.414575 39.955429,98.0
9666,2017-04-01 12:31:54, 116.330402 39.999227, 116.311097 40.000692,8.0
9667,2017-04-01 13:13:24, 116.311124 40.003089, 116.311097 40.000692,5.0
9668,2017-04-01 13:03:03, 116.625819 39.963401, 116.357508 39.763263,103.0
9669,2017-04-01 06:52:30, 116.464357 39.922908, 116.625387 40.059871,66.0
9670,2017-04-01 17:34:18, 116.428614 39.80953, 116.327818 39.89919,68.0
9671,2017-04-01 01:52:26, 116.474292 39.863571, 116.385974 39.967498,71.0
9672,2017-04-01 06:28:22, 116.474292 39.863328, 116.385917 39.958582,67.0
9673,2017-04-01 16:56:31, 116.337993 39.816043, 116.359938 39.827507,11.0
9674,2017-04-01 18:36:12, 116.437884 39.970244, 116.409643 39.939528,13.0
9675,2017-04-01 18:21:08, 116.52113 39.914884, 116.521617 39.910035,11.0
9676,2017-04-01 18:57:37, 116.520106 39.913846, 116.314062 39.855194,97.0
9677,2017-04-01 13:26:35, 116.50161 39.915043, 116.535171 39.825635,53.0
9678,2017-04-01 21:26:16, 116.367717 40.019736, 116.42569 40.103902,34.0
9679,2017-04-01 19:25:40, 116.645339 39.909806, 116.648132 39.905434,11.0
9680,2017-04-01 08:25:28, 116.154954 39.904168, 116.273494 40.045132,60.0
9681,2017-04-01 09:48:43, 116.330806 39.911916, 116.149357 39.902922,80.0
9682,2017-04-01 15:42:56, 116.327923 39.695436, 116.156975 39.903621,142.0
9683,2017-04-01 15:42:12, 116.33634 39.697893, 116.350048 39.911398,123.0
9684,2017-04-01 17:11:20, 116.349554 39.910872, 116.156975 39.903621,85.0
9685,2017-04-01 18:08:21, 116.244075 39.913348, 116.156975 39.903621,39.0
9686,2017-04-01 08:13:45, 116.253408 40.090378, 116.305338 40.117776,28.0
9687,2017-04-01 12:11:33, 116.342655 40.035862, 116.243832 40.089936,54.0
9688,2017-04-01 18:11:02, 116.509066 39.977971, 116.536442 39.971523,7.0
9689,2017-04-01 20:13:24, 116.496705 39.978227, 116.458226 40.00181,21.0
9690,2017-04-01 12:35:45, 116.590937 39.915901, 116.59288 39.916583,3.0
9691,2017-04-01 13:42:41, 116.343499 39.760273, 116.340343 39.737153,13.0
9692,2017-04-01 17:14:14, 116.339915 39.737313, 116.338001 39.758807,12.0
9693,2017-04-01 11:53:52, 116.4063 39.846711, 116.433587 39.911171,39.0
9694,2017-04-01 13:14:13, 116.434093 39.912228, 116.395457 39.969366,37.0
9695,2017-04-01 11:55:21, 116.438127 39.939838, 116.436177 39.939275,3.0
9696,2017-04-01 18:21:20, 116.474068 39.985469, 116.454736 39.977131,6.0
9697,2017-04-01 01:10:01, 116.457117 39.929161, 116.453295 39.927766,7.0
9698,2017-04-01 12:18:36, 116.253947 39.883305, 116.384794 39.871009,58.0
9699,2017-04-01 15:12:50, 116.253282 39.883962, 116.384794 39.871009,59.0
9700,2017-04-01 12:13:16, 116.365382 39.99345, 116.366361 39.987249,3.0
9701,2017-04-01 18:00:48, 116.350721 39.991073, 116.355057 39.987169,12.0
9702,2017-04-01 18:40:38, 116.324221 39.884378, 116.334771 39.902037,7.0
9703,2017-04-01 23:12:01, 116.42838 40.026532, 116.600006 40.086066,83.0
9704,2017-04-01 18:54:41, 116.333887 40.090544, 116.350903 39.956403,48.0
9705,2017-04-01 19:31:36, 116.16094 40.180569, 116.102884 40.115553,45.0
9706,2017-04-01 21:12:25, 116.310891 39.97786, 116.337277 39.75672,80.0
9707,2017-04-01 20:32:49, 116.251881 39.909018, 116.226233 39.911719,11.0
9708,2017-04-01 21:30:18, 116.225947 39.9122, 116.33342 40.128971,134.0
9709,2017-04-01 17:32:29, 116.460997 39.942189, 116.461274 39.94203,0.0
9710,2017-04-01 07:15:00, 116.318948 39.906299, 116.46479 39.686053,89.0
9711,2017-04-01 14:07:04, 116.398619 39.901096, 116.404467 39.897704,13.0
9712,2017-04-01 17:36:27, 116.458779 39.853726, 116.308315 39.924859,78.0
9713,2017-04-01 16:14:11, 116.404252 39.866056, 116.487111 39.858812,37.0
9714,2017-04-01 18:53:38, 116.427455 39.882322, 116.478083 39.887333,22.0
9715,2017-04-01 10:52:19, 116.326359 39.903185, 116.251521 39.895216,33.0
9716,2017-04-01 11:36:20, 116.259166 39.914607, 116.251521 39.895216,11.0
9717,2017-04-01 12:00:35, 116.259166 39.915431, 116.251521 39.895216,12.0
9718,2017-04-01 12:10:43, 116.259445 39.901788, 116.251521 39.895216,5.0
9719,2017-04-01 18:07:06, 116.408366 39.914026, 116.379278 39.916958,13.0
9720,2017-04-01 19:04:59, 116.384092 39.907925, 116.523092 39.955099,42.0
9721,2017-04-01 19:03:20, 116.378075 39.913445, 116.290708 39.896091,25.0
9722,2017-04-01 19:19:10, 116.364582 39.912961, 116.290621 39.896179,34.0
9723,2017-04-01 19:55:52, 116.289304 39.896308, 116.251521 39.895216,16.0
9724,2017-04-01 08:40:54, 116.463037 39.916482, 116.395645 39.929987,19.0
9725,2017-04-01 22:46:33, 116.505365 40.045577, 116.315957 39.933876,106.0
9726,2017-04-01 10:39:43, 116.469855 39.912608, 116.395772 39.887144,22.0
9727,2017-04-01 12:49:44, 116.469954 39.955651, 116.536094 39.923887,21.0
9728,2017-04-01 13:35:37, 116.46875 39.913196, 116.386594 39.960855,28.0
9729,2017-04-01 17:16:18, 116.316343 39.915942, 116.316037 39.916466,1.0
9730,2017-04-01 18:30:33, 116.470529 39.913231, 116.47582 39.919782,18.0
9731,2017-04-01 20:56:40, 116.464546 39.922701, 116.523056 39.934141,16.0
9732,2017-04-01 23:23:01, 116.457683 39.92526, 116.443246 39.911923,6.0
9733,2017-04-01 23:41:13, 116.456838 39.923614, 116.443246 39.911923,37.0
9734,2017-04-01 15:15:07, 116.452607 39.976181, 116.30947 39.968485,39.0
9735,2017-04-01 15:39:29, 116.450685 39.978241, 116.30947 39.968485,39.0
9736,2017-04-01 09:13:43, 116.520025 39.877228, 116.517411 39.873947,9.0
9737,2017-04-01 10:11:36, 116.535467 39.898397, 116.614006 39.936346,41.0
9738,2017-04-01 10:57:36, 116.522792 39.91395, 116.614015 39.936353,42.0
9739,2017-04-01 11:44:05, 116.596581 39.929447, 116.614022 39.936305,5.0
9740,2017-04-01 12:02:44, 116.615767 39.935475, 116.593708 39.93155,6.0
9741,2017-04-01 13:04:51, 116.594072 39.932439, 116.532062 39.899574,33.0
9742,2017-04-01 10:33:11, 116.328515 39.899539, 116.476601 39.991737,53.0
9743,2017-04-01 12:42:00, 116.39013 40.104907, 116.289897 40.104438,27.0
9744,2017-04-01 17:53:35, 116.512336 40.029233, 116.305824 39.970196,98.0
9745,2017-04-01 19:32:00, 116.305132 39.969905, 116.305824 39.970196,1.0
9746,2017-04-01 20:14:47, 116.342394 39.973292, 116.515618 40.029737,52.0
9747,2017-04-01 10:09:29, 116.283519 40.027106, 116.504608 39.920821,116.0
9748,2017-04-01 06:58:50, 116.393472 39.987881, 116.304439 39.965905,41.0
9749,2017-04-01 10:13:10, 116.565403 39.973693, 116.583764 40.00718,13.0
9750,2017-04-01 08:38:39, 116.442088 40.082125, 116.317134 39.941373,98.0
9751,2017-04-01 09:56:55, 116.31681 39.942957, 116.443114 39.993064,63.0
9752,2017-04-01 19:39:42, 116.299904 39.719722, 116.295054 39.718838,9.0
9753,2017-04-01 13:47:48, 116.537452 39.924146, 116.384794 39.871009,74.0
9754,2017-04-01 17:40:44, 116.331354 39.9705, 116.427884 39.864577,74.0
9755,2017-04-01 19:44:08, 116.320386 40.109122, 116.433587 39.911171,125.0
9756,2017-04-01 20:01:31, 116.320799 40.045805, 116.433587 39.911171,92.0
9757,2017-04-01 17:27:17, 116.28546 40.173716, 116.482863 40.156334,88.0
9758,2017-04-01 19:08:55, 116.421203 40.091861, 116.482863 40.156334,46.0
9759,2017-04-01 23:01:50, 116.197641 39.912394, 116.482863 40.156334,189.0
9760,2017-04-01 18:14:41, 116.307064 39.831503, 116.461959 39.850769,291.0
9761,2017-04-01 16:44:27, 116.321383 40.008954, 116.111748 40.070554,99.0
9762,2017-04-01 18:07:09, 116.386564 39.974446, 116.331489 39.970441,15.0
9763,2017-04-01 15:32:37, 116.33042 39.902341, 116.433587 39.911171,192.0
9764,2017-04-01 15:55:12, 116.406147 39.913777, 116.433587 39.911171,51.0
9765,2017-04-01 21:48:49, 116.361869 39.90926, 116.291907 40.000528,38.0
9766,2017-04-01 19:26:09, 116.46469 39.994749, 116.463531 40.000063,12.0
9767,2017-04-01 00:06:42, 116.364016 39.970984, 116.564285 39.976243,89.0
9768,2017-04-01 20:28:49, 116.362364 39.946158, 116.401561 39.857972,53.0
9769,2017-04-01 22:15:03, 116.438495 39.988095, 116.423225 39.951541,22.0
9770,2017-04-01 09:04:28, 116.30692 40.058694, 116.471394 39.952698,95.0
9771,2017-04-01 09:29:06, 116.308259 40.058611, 116.286439 40.056064,9.0
9772,2017-04-01 10:43:22, 116.315053 40.06149, 116.31943 40.0335,10.0
9773,2017-04-01 11:58:54, 116.345529 40.088543, 116.358149 40.097062,31.0
9774,2017-04-01 10:44:13, 116.468364 39.948219, 116.423257 40.046996,37.0
9775,2017-04-01 08:03:42, 116.27026 40.126819, 116.401561 39.857972,166.0
9776,2017-04-01 09:15:06, 116.387309 39.983569, 116.401561 39.857972,72.0
9777,2017-04-01 09:45:21, 116.304549 39.929479, 116.401561 39.857972,59.0
9778,2017-04-01 10:37:46, 116.43518 40.071173, 116.421245 40.098093,10.0
9779,2017-04-01 16:04:50, 116.41027 40.040992, 116.352573 39.895789,54.0
9780,2017-04-01 12:52:17, 116.333187 40.064423, 116.318337 40.019769,26.0
9781,2017-04-01 15:14:11, 116.45806 39.913763, 116.448673 39.899118,5.0
9782,2017-04-01 15:39:59, 116.468319 39.913805, 116.477372 39.914822,16.0
9783,2017-04-01 15:57:50, 116.478452 39.91716, 116.477372 39.914822,5.0
9784,2017-04-01 10:21:30, 116.357845 39.982774, 116.336205 40.091399,39.0
9785,2017-04-01 16:22:17, 116.52749 39.786296, 116.345466 39.998812,147.0
9786,2017-04-01 20:42:06, 116.391226 39.89592, 116.391109 39.895733,0.0
9787,2017-04-01 22:11:16, 116.450595 39.93988, 116.554302 39.957331,29.0
9788,2017-04-01 10:04:35, 116.422931 40.118453, 116.457582 40.121285,9.0
9789,2017-04-01 12:36:38, 116.422931 40.118453, 116.419675 40.135359,6.0
9790,2017-04-01 08:12:40, 116.290984 39.939894, 116.315957 39.933876,11.0
9791,2017-04-01 08:44:49, 116.284418 39.883962, 116.342787 39.911589,19.0
9792,2017-04-01 01:21:02, 116.443319 39.892696, 116.354875 40.069794,68.0
9793,2017-04-01 06:40:13, 116.442367 39.914718, 116.357027 40.072719,61.0
9794,2017-04-01 07:48:50, 116.471427 39.841047, 116.540695 39.923129,56.0
9795,2017-04-01 08:13:54, 116.464231 39.83926, 116.540695 39.923129,59.0
9796,2017-04-01 08:43:08, 116.496157 39.88289, 116.540695 39.923129,30.0
9797,2017-04-01 09:00:06, 116.495834 39.908236, 116.540695 39.923129,21.0
9798,2017-04-01 09:19:36, 116.497379 39.919443, 116.540695 39.923129,19.0
9799,2017-04-01 09:54:22, 116.540695 39.923129, 116.170572 39.876847,166.0
9800,2017-04-01 11:07:12, 116.540695 39.923129, 116.170572 39.876847,166.0
9801,2017-04-01 11:24:43, 116.484003 39.914836, 116.170572 39.876847,141.0
9802,2017-04-01 12:03:16, 116.242062 39.913175, 116.170572 39.876847,38.0
9803,2017-04-01 12:16:12, 116.242197 39.912242, 116.170572 39.876847,37.0
9804,2017-04-01 12:54:15, 116.171078 39.876515, 116.470794 39.842588,134.0
9805,2017-04-01 15:52:29, 116.171114 39.876481, 116.470794 39.842588,134.0
9806,2017-04-01 16:31:37, 116.170572 39.876847, 116.470794 39.842588,135.0
9807,2017-04-01 16:15:39, 116.241461 39.912968, 116.470794 39.842588,109.0
9808,2017-04-01 08:09:46, 116.43925 39.903483, 116.439241 39.899996,8.0
9809,2017-04-01 11:51:47, 116.463989 39.999966, 116.455581 40.001099,15.0
9810,2017-04-01 22:10:50, 116.30948 40.117978, 116.297486 40.117107,22.0
9811,2017-04-01 13:56:13, 116.406398 39.910733, 116.40403 39.899657,27.0
9812,2017-04-01 19:38:24, 116.404216 39.899899, 116.424015 39.908391,6.0
9813,2017-04-01 15:47:48, 116.25074 39.910055, 116.251826 39.910585,2.0
9814,2017-04-01 12:25:47, 116.585683 40.064335, 116.575755 40.04499,7.0
9815,2017-04-01 12:56:48, 116.585683 40.064335, 116.575755 40.04499,7.0
9816,2017-04-01 18:09:37, 116.566755 40.025455, 116.560318 40.021882,14.0
9817,2017-04-01 10:10:41, 116.480787 39.90001, 116.337277 39.75672,65.0
9818,2017-04-01 08:34:09, 116.417124 39.982194, 116.362798 39.876875,65.0
9819,2017-04-01 13:39:49, 116.417466 39.981572, 116.414995 39.962896,10.0
9820,2017-04-01 12:19:30, 116.310208 39.888378, 116.308232 39.835088,30.0
9821,2017-04-01 13:13:29, 116.296239 39.833311, 116.308232 39.835088,22.0
9822,2017-04-01 14:08:31, 116.494675 39.994694, 116.470626 40.022117,11.0
9823,2017-04-01 09:57:34, 116.322614 39.998024, 116.384794 39.871009,78.0
9824,2017-04-01 19:57:06, 116.41902 39.924852, 116.418986 39.903272,7.0
9825,2017-04-01 08:59:56, 116.360109 40.081077, 116.354052 40.086467,17.0
9826,2017-04-01 19:09:38, 116.347236 40.044203, 116.357415 40.079513,13.0
9827,2017-04-01 21:15:45, 116.336834 40.058715, 116.315053 40.06149,6.0
9828,2017-04-01 13:54:35, 116.305097 39.871095, 116.330592 39.891832,10.0
9829,2017-04-01 19:42:42, 116.305456 39.870908, 116.325596 39.79035,29.0
9830,2017-04-01 09:09:01, 116.200534 39.913238, 116.194342 39.917986,3.0
9831,2017-04-01 06:21:53, 116.349473 39.768676, 116.342587 39.737732,11.0
9832,2017-04-01 16:09:11, 116.336897 39.8381, 116.249681 40.079661,90.0
9833,2017-04-01 19:19:55, 116.220063 40.106487, 116.384166 39.802816,118.0
9834,2017-04-01 19:58:02, 116.281723 39.958859, 116.384166 39.802816,63.0
9835,2017-04-01 20:22:31, 116.285999 39.917945, 116.384166 39.802816,49.0
9836,2017-04-01 14:56:38, 116.332791 39.940668, 116.115042 39.933039,60.0
9837,2017-04-01 05:47:36, 116.381399 39.708794, 116.421485 40.003913,107.0
9838,2017-04-01 16:49:49, 116.445735 39.957462, 116.313604 39.976627,37.0
9839,2017-04-01 19:00:15, 116.314286 39.972138, 116.313604 39.976627,10.0
9840,2017-04-01 11:38:35, 116.312256 39.989698, 116.403545 39.797574,118.0
9841,2017-04-01 16:05:20, 116.31231 39.989733, 116.403545 39.797574,118.0
9842,2017-04-01 08:18:01, 116.294748 40.164888, 116.360994 39.972107,115.0
9843,2017-04-01 12:47:51, 116.294766 40.164895, 116.409769 39.982249,73.0
